Whole Person Physiome Table for Connective-Tissue system: Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fascia: The Tensional Network of the Human Body (2e, 2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,11/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Sympathetic supply,sympathetic ganglion development,GO:0061549,Vascular tone control,,,,,,,,,,,,,,,,,,,Postganglionic sympathetic fibers accompany meningeal arteries,Organ system,Sympathetic fibers; meningeal arteries,meningeal artery,UBERON:0003474,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,Sympathetic signaling,meningeal tone,,Neural,Organ system,seconds,HRV,,, pupillary response (adjunct),,,,,,,,,sympathetic–meningeal coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Parasympathetic supply,parasympathetic nervous system development,GO:0048486,Vascular secretion modulation,secretion,GO:0046903,,,,,,,,,,,,,,,,,Greater petrosal + vagus + glossopharyngeal parasympathetic inputs,Organ system,Parasympathetic fibers; dura vessels,nerve fiber,UBERON:0006134,Parasympathetic fibers; dura vessels,nerve fiber,UBERON:0006134,,does,X regulation of Y,Parasympathetic signaling,dural tone,,Neural,Organ system,seconds,HRV,,,,,,,,,,,,parasympathetic–dural coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Neurogenic inflammation,inflammatory response,GO:0006954,Inflammation without axon damage,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,Chemical/mechanical/thermal stimuli trigger dilation and inflammation,Tissue,Dura; meningeal vessels,dura mater,UBERON:0002363,connective tissue,connective tissue,UBERON:0002384,CGRP,increases,X formation,Neurogenic inflammation and vasodilation,,,Intra-organ (Tissue),Organ,minutes,Headache evaluation,,, meningeal signs exam,,,,,,,,,neurogenic vascular response,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Venous plexus drainage,,,Congestion prevention,,,,,,,,,,,,,,,,,,,Valveless plexus enables multidirectional drainage without congestion,Tissue,Internal vertebral venous plexus,anterior internal vertebral venous plexus,UBERON:8600103,connective tissue,connective tissue,UBERON:0002384,,does,X transport through Y,venous blood,Venous plexus drainage,,,Organ system,minutes,Spinal MR venography,,,,,,,,,,,,plexus drainage network,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Meningeal irritation,,,Muscle tone activation,,,,,,,,,,,,,,,,,,,Irritation induces neck/chewing muscle activation; hypersympathicotonia,Organ system,Meninges; cervical muscles; masseter muscles,muscle of neck,UBERON:0002377,connective tissue,connective tissue,UBERON:0002384,Sympathetic neural activity,increases,X formation,muscle tone,,,systemic,Organ system,hours,EMG (selected),,, palpation exam,,,,,,,,,meningeal–muscle reflex,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Abnormal dural tension,,,Venous outflow reduction,,,,,,,,,,,,,,,,,,,Dural tension may impair venous sinus drainage,Organ system,Venous sinuses; dura,venous dural sinus,UBERON:0005486,connective tissue,connective tissue,UBERON:0002384,,does,X reduction of Y,Venous drainage reduction,cranial outflow,,,Organ system,hours,MR venography,,, fundoscopic exam,,,,,,,,,dural tension–venous outflow,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Abnormal dural tension,,,CSF fluctuation disturbance,,,,,,,,,,,,,,,,,,,Tension alters CSF fluctuation dynamics,Organ system,Dura; CSF spaces,dura mater,UBERON:0002363,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,CSF fluctuation,intracranial dynamics,,,Organ system,hours,LP opening pressure,,, MRI ventricles,,,,,,,,,dura–CSF coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Abnormal dural tension,,,Cranial nerve irritation,,,,,,,,,,,,,,,,,,,Tension near foramina may disturb cranial nerves/ganglia,Organ system,Cranial nerve foramina; dura,periosteal dura mater,UBERON:0010505,connective tissue,connective tissue,UBERON:0002384,,does,X induction of Y,Dural tension,cranial nerve irritation,,,Organ system,hours,Cranial nerve exam,,,,,,,,,,,,foraminal nerve irritation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Membranous structures within the cranial bowl and intraspinal space,anatomical structure arrangement,GO:0048532,Abnormal dural tension,,,Pituitary function impact,,,,,,,,,,,,,,,,,,,Diaphragma sellae tension may affect pituitary,Organ,Diaphragma sellae; pituitary,diaphragma sellae,UBERON:0035416,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,Diaphragma sellae tension,pituitary function,,,Organ,days,Pituitary MRI,,, endocrine panel,CMS - endocrine panel,71418-8,,,,,,,sellar tension effect,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.9,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Structural protection,,,,,,,,,,,,,,,,,,,Bony pelvis and fascia protect pelvic organs,Organ,Pelvic girdle; pelvic fascia,fascia,UBERON:0008982,Pelvic girdle; pelvic fascia,fascia,UBERON:0008982,,does,X support of Y,Structural protection,pelvic organs,,,Organ,seconds,Pelvic examination,,,,,,,,,,,,pelvic support framework,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Postural coordination,,,,,,,,,,,,,,,,,,,Fascial system relays body mechanics,Organ system,Pelvic fascia; pelvic muscles,fascia,UBERON:0008982,Pelvic fascia; pelvic muscles,fascia,UBERON:0008982,,does,X transmission between Y,Mechanical information,body regions,,,Organ system,milliseconds,Postural alignment assessment,,,,,,,,,,,,fascial force transmission,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Motility restriction,,,,,,,,,,,,,,,,,,,Hypertonic fascial tension limits organ motion,Organ,Pelvic fascia,fascia,UBERON:0008982,Pelvic fascia,fascia,UBERON:0008982,,does,X reduction,Organ mobility,reduction,,,Organ,hours,Pelvic floor manometry,,,,,,,,,,,,fascial tension restriction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Prolapse mechanism,,,,,,,,,,,,,,,,,,,Reduced fascial support alters organ stability,Organ,Pelvic support fascia,fascia,UBERON:0008982,Pelvic support fascia,fascia,UBERON:0008982,,does,X reduction in Y,Organ support,pelvic floor,,,Organ,weeks,POP-Q assessment,,,,,,,,,,,,support failure mechanism,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Continence regulation,,,,,,,,,,,,,,,,,,,Pelvic fascia coordinates sphincter activation,Organ system,Pelvic floor fascia,fascia,UBERON:0008982,Pelvic floor fascia,fascia,UBERON:0008982,,does,X maintenance of Y,Sphincter contraction,continence,,Neural,Organ system,seconds,Urodynamic testing,,,,,,,,,,,,continence control network,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Pressure adaptation,response to stress,GO:0006950,,,,,,,,,,,,,,,,,Abdominal load increases pelvic fascial stress,Organ,Abdominopelvic fascia,abdominal fascia,UBERON:0013493,Abdominopelvic fascia,abdominal fascia,UBERON:0013493,,does,X induction of Y,Intraabdominal pressure,pelvic fascia stress,,,Organ,minutes,Intra-abdominal pressure measurement,,,,,,,,,,,,pressure transmission pathway,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Contracture formation,,,,,,,,,,,,,,,,,,,Persistent neural activation produces muscle contracture,Tissue,Pelvic muscles,pelvic complex muscle,UBERON:0010890,connective tissue,connective tissue,UBERON:0002384,Neural motor signaling,increases,X formation of Y,Muscle tension,contracture,,systemic,Organ,days,Surface EMG pelvic floor,,,,,,,,,,,,muscle–fascia coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Fascial mobility loss,,,,,,,,,,,,,,,,,,,Adhesions reduce fascial sliding capacity,Tissue,Pelvic fascia,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,,does,X reduction in Y,Fascial mobility,pelvis,,,Tissue,weeks,Dynamic ultrasound,,,,,,,,,,,,adhesion restriction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Respiratory coupling,respiratory chemosensitivity,GO:0160061,,,,,,,,,,,,,,,,,Breathing propagates fascial motion,Organ system,Pelvic fascia; diaphragm,fascia,UBERON:0008982,Pelvic fascia; diaphragm,fascia,UBERON:0008982,,does,X transmission to Y,Respiratory motion,pelvic floor,,Neural,Organ system,seconds,Respiratory motion ultrasound,,,,,,,,,,,,respiration–fascia coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Pelvic reflex stabilization,reflex,GO:0060004,,,,,,,,,,,,,,,,,Pre-pressure reflex activates pelvic musculature,Organ system,Pelvic floor muscles,muscle of pelvic diaphragm,UBERON:0008612,connective tissue,connective tissue,UBERON:0002384,Neural reflex signaling,increases,X activation before Y,Pelvic muscle,pressure event,,systemic,Organ system,milliseconds,Reflex EMG testing,,,,,,,,,,,,protective reflex activation,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Parturition mechanics,parturition,GO:0007567,,,,,,,,,,,,,,,,,Respiration elevates abdominal pressure for labor,Organ system,Respiratory diaphragm; pelvic floor,diaphragm,UBERON:0001103,connective tissue,connective tissue,UBERON:0002384,Neural motor signaling,increases,X formation for Y,Intraabdominal pressure,childbirth,,systemic,Organ system,minutes,Obstetric monitoring,,,,,,,,,,,,birth expulsion mechanism,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Pelvic floor fascia,anatomical structure arrangement,GO:0048532,Pelvic floor fascia,,,Visceral synchronization,visceral peritoneum development,GO:1904818,,,,,,,,,,,,,,,,,Organs move synchronously with respiration,Organ system,Abdominopelvic organs,abdominopelvic cavity,UBERON:0035819,connective tissue,connective tissue,UBERON:0002384,,does,X synchronization with Y,Organ motion,respiration,,Neural,Organ system,seconds,Dynamic MRI respiration study,,,,,,,,,,,,viscero-respiratory coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.12,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Fascia communication,,,Somatic sensing capacity,,,,,,,,,,,,,,,,,,,Fascial net contains high-density sensory receptors vs muscle,Organ system,Fascial network (endomysium/perimysium/superficial fascia),fascia,UBERON:0008982,Fascial network (endomysium/perimysium/superficial fascia),fascia,UBERON:0008982,,does,X signaling to Y,Fascia afferent signaling,CNS,,Neural,Organ system,seconds,Joint position error test (proprioception),,,,,,,,,,,,fascial sensory network,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.1,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Fascia communication,,,Proprioceptive regulation,,,,,,,,,,,,,,,,,,,Superficial fascia transition zone has rich proprioceptive endings,Organ system,Fascia superficialis–fascia profunda transition,fascia,UBERON:0008982,Fascia superficialis–fascia profunda transition,fascia,UBERON:0008982,,does,X signaling to Y,Mechanoreceptor signaling,CNS,,Neural,Organ system,seconds,Skin taping response (balance/JPE),,,,,,,,,,,,superficial fascia mechanoreception,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.1,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Fascia communication,,,Restriction reversibility,,,,,,,,,,,,,,,,,,,General anesthesia reduces apparent mechanical restriction via neuromuscular regulation,Organ system,Myofascial system,fascia,UBERON:0008982,Myofascial system,fascia,UBERON:0008982,General anesthesia,decreases,X formation of Y,Neuromuscular tone,ROM restriction,,systemic,Organ system,minutes,Passive ROM test under anesthesia (perioperative),,,,,,,,,,,,anesthesia–tone coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.1,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Fascia communication,,,extracellular matrix hydration and remodeling,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,Fascial manipulation may change matrix hydration/link proteins/hyaluronan expression,Tissue,Fascial extracellular matrix,fascia,UBERON:0008982,connective tissue,connective tissue,UBERON:0002384,Hyaluronan,increases,regulation of X,Matrix hydration and tissue stiffness,,,Intra-organ (Tissue),Tissue,hours,Ultrasound elastography (adjunct),,,,,,,,,,,,ECM hydration dynamics,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.1,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Proprioception,proprioception,GO:0019230,Mechanosensitive signaling,mechanosensitive potassium channel activity,GO:0098782,,,,,,,,,,,,,,,,,Fascial architecture mediates force deformation of receptors for proprioception,Organ system,Epimysium/perimysium/septa/aponeuroses,epimysium,UBERON:0011899,connective tissue,connective tissue,UBERON:0002384,Neural afferent firing,increases,induction of X,Force deformation,,,systemic,Organ system,milliseconds,Kinesthesia/JPE testing,,,,,,,,,,,,architecture–receptor coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.2,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Proprioception,proprioception,GO:0019230,Gliding perception,cell gliding,GO:0071976,,,,,,,,,,,,,,,,,Loose areolar sliding planes enable displacement sensing via compression receptors,Tissue,Gliding fascia; areolar tissue planes,fascia of Camper,UBERON:0007809,connective tissue,connective tissue,UBERON:0002384,,does,X sensation,Tissue displacement,,,Neural,Tissue,milliseconds,Dynamic ultrasound (fascial glide),,,,,,,,,,,,gliding plane mechanosensing,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.2,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Proprioception,proprioception,GO:0019230,Force transmission sensing,,,,,,,,,,,,,,,,,,,Dense fascial layers transmit stress and enable traction receptor signaling,Tissue,Fascia lata/crural/antebrachial fascia; aponeuroses,fascia lata,UBERON:0003669,connective tissue,connective tissue,UBERON:0002384,,does,X regulation of Y,Stress sensing,force transmission,,Neural,Tissue,milliseconds,Proprioception tests under load,,,,,,,,,,,,stress–receptor coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.2,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Proprioception,proprioception,GO:0019230,Dynament function,,,,,,,,,,,,,,,,,,,In-series muscle–RDCCT units act as dynamic ligaments for joint control,Organ system,Muscle fascicles + RDCCT (aponeurosis/septa),fascia,UBERON:0008982,Muscle fascicles + RDCCT (aponeurosis/septa),fascia,UBERON:0008982,,does,X regulation of Y,Dynament tension,joint stability,,Neural,Organ system,seconds,Functional stability tests (single-leg stance),,,,,,,,,,,,muscle–fascia series unit,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.2,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Interoception,,,Visceral state sensing,,,,,,,,,,,,,,,,,,,Free nerve endings provide interoceptive input processed via insula,Organ system,Visceral connective tissue; fascia,visceral fascia,UBERON:0011237,Visceral connective tissue; fascia,visceral fascia,UBERON:0011237,,does,X regulation of Y,Interoceptive signaling,insula,,Neural,Organ system,seconds,Heartbeat detection task (interoception),,,,,,,,,,,,viscera–insula pathway,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.3,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Nociception,sensory perception of pain,GO:0019233,Fascial pain signaling,response to pain,GO:0048265,,,,,,,,,,,,,,,,,TLF/CF contain free/encapsulated endings enabling pain input,Organ system,Thoracolumbar fascia; crural fascia,fascia,UBERON:0008982,Thoracolumbar fascia; crural fascia,fascia,UBERON:0008982,,does,X regulation of Y,Nociceptor signaling,dorsal horn,,Neural,Organ system,seconds,Pressure pain threshold (QST),,,,,,,,,,,,fascia–nociceptor pathway,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.4,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Nociception,sensory perception of pain,GO:0019233,Fascia contractility,,,,,,,,,,,,,,,,,,,Myofibroblasts generate slow fascial contraction after chemical stimulation,Cell,Fascia,fascia,UBERON:0008982,Myofibroblasts,myofibroblast cell,CL:0000186,Chemical stimulation,increases,X formation of Y,Myofibroblast contraction,fascial tension,,Celluar,Tissue,minutes,Palmar fascia exam (Dupuytren signs),,,,,,,,,,,,myofibroblast-driven tension,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.4,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Nociception,sensory perception of pain,GO:0019233,Injection-evoked pain amplification,,,,,,,,,,,,,,,,,,,Hypertonic saline under fascia evokes more pain than intramuscular injection (DOMS models),Organ system,Tibial anterior fascia / TLF,fascia,UBERON:0008982,Tibial anterior fascia / TLF,fascia,UBERON:0008982,Hypertonic saline,increases,X formation of Y,Nociceptor activation,pain,,Intra-organ (Tissue),Organ system,minutes,Pain rating (VAS) after injection,,,,,,,,,,,,fascia nociceptor sensitivity,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.4,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Bodywide communication,cell communication,GO:0007154,Nonneural signaling concept,signaling,GO:0023052,,,,,,,,,,,,,,,,,ECM/cytoskeleton act as ancient communication infrastructure for cells,Cell,Extracellular matrix; cytoskeleton;collagen,connective tissue,UBERON:0002384,Fibroblast,collagen secreting cell,CL:0000667,,does,X transmission between Y,Matrix signal,cells,,,Tissue,seconds,Histology/ECM assessment (research/adjunct),,,,,,,,,,,,cell–matrix communication,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,2.5,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Molecular fascia,,,Metabolic transport,transport,GO:0006810,,,,,,,,,,,,,,,,,Ground substance transports metabolites through matrix,Tissue,Ground substance extracellular matrix,connective tissue,UBERON:0002384,connective tissue,connective tissue,UBERON:0002384,,does,X transport within Y,Metabolite,extracellular matrix,,Molecular,Tissue,minutes,Microcirculation assessment,,,,,,,,,,,,matrix transport coupling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.11,,,,,,,,,
Signaling network,complex of network-forming collagens,GO:0098645,Molecular fascia,,,Environmental adaptation,,,,,,,,,,,,,,,,,,,Cellular receptors respond to external stimuli,Cell,Fascial cellular receptor system,fascia,UBERON:0008982,Fibroblasts,collagen secreting cell,CL:0000667,Cytokine signaling,increases,X regulation of Y,Cellular signaling,fascial environment,,Intra-organ (Tissue),Tissue,hours,Inflammatory marker panel,,,,,,,,,,,,cell–matrix signaling,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,1.11,,,,,,,,,
